sep=,
TimeStamp,Time [s]
TimeStamp 1,1712.558765499998
TimeStamp 2,10773.532184699998
TimeStamp 3,19786.099055299997
TimeStamp 4,28787.9142624
TimeStamp 5,37797.676143599994
TimeStamp 6,46795.87266069999
TimeStamp 7,55787.1446908
TimeStamp 8,64807.103286599995
TimeStamp 9,73794.04796550001
TimeStamp 10,82805.0585944
TimeStamp 11,91787.92112339998
TimeStamp 12,100793.7900369
TimeStamp 13,109801.9971148
TimeStamp 14,118792.91806789998
TimeStamp 15,127800.84574789999
TimeStamp 16,136800.5895029
TimeStamp 17,145795.9590442
TimeStamp 18,154806.0539568
TimeStamp 19,163793.462381
TimeStamp 20,172794.31118720002
TimeStamp 21,181805.04980840004
TimeStamp 22,190795.4763654
TimeStamp 23,199803.5045769
TimeStamp 24,208812.17819660003
TimeStamp 25,217802.62636040003
TimeStamp 26,226800.75473820002
TimeStamp 27,235802.526408
TimeStamp 28,244814.7680898
TimeStamp 29,253812.0401416
TimeStamp 30,262806.41075020004
