sep=,
TimeStamp,Time [s]
TimeStamp 1,1716.8631488000005
TimeStamp 2,10778.050239799999
TimeStamp 3,19790.8172029
TimeStamp 4,28792.525054299997
TimeStamp 5,37801.887994900004
TimeStamp 6,46800.5387827
TimeStamp 7,55791.51461490001
TimeStamp 8,64811.8565837
TimeStamp 9,73798.38637439998
TimeStamp 10,82809.45959979999
TimeStamp 11,91792.4396785
TimeStamp 12,100798.194128
TimeStamp 13,109806.49656870001
TimeStamp 14,118797.33690970002
TimeStamp 15,127805.44913829998
TimeStamp 16,136805.21952819996
TimeStamp 17,145800.7533278
TimeStamp 18,154810.90332630003
TimeStamp 19,163797.99222850002
TimeStamp 20,172798.83124089998
TimeStamp 21,181809.42961000002
TimeStamp 22,190799.93512549996
TimeStamp 23,199808.4233435
TimeStamp 24,208816.7114648
TimeStamp 25,217807.44140689998
TimeStamp 26,226805.35836110002
TimeStamp 27,235807.18333239996
TimeStamp 28,244819.27464
TimeStamp 29,253816.77401570004
TimeStamp 30,262810.79497359996
