sep=,
TimeStamp,Time [s]
TimeStamp 1,1714.328105799999
TimeStamp 2,10775.255874400002
TimeStamp 3,19787.816990400002
TimeStamp 4,28789.5472777
TimeStamp 5,37799.251367
TimeStamp 6,46797.56869680001
TimeStamp 7,55788.71433929999
TimeStamp 8,64809.03369209999
TimeStamp 9,73795.8243292
TimeStamp 10,82806.64911059999
TimeStamp 11,91789.75553499999
TimeStamp 12,100795.36086569999
TimeStamp 13,109803.6737089
TimeStamp 14,118794.6510281
TimeStamp 15,127802.62650590001
TimeStamp 16,136802.31624830002
TimeStamp 17,145797.81872539996
TimeStamp 18,154807.93661250002
TimeStamp 19,163795.2513891
TimeStamp 20,172796.1194731
TimeStamp 21,181806.69581260002
TimeStamp 22,190797.10998
TimeStamp 23,199805.45097430004
TimeStamp 24,208813.935051
TimeStamp 25,217804.42822430003
TimeStamp 26,226802.4691231
TimeStamp 27,235804.415703
TimeStamp 28,244816.48524510002
TimeStamp 29,253813.99265719997
TimeStamp 30,262808.2123625
