sep=,
TimeStamp,Time [s]
TimeStamp 1,1716.3800938999989
TimeStamp 2,10777.485483200002
TimeStamp 3,19790.011646999992
TimeStamp 4,28791.9987317
TimeStamp 5,37801.4575486
TimeStamp 6,46799.867490799996
TimeStamp 7,55790.8445869
TimeStamp 8,64811.37687180001
TimeStamp 9,73797.8690008
TimeStamp 10,82808.7523615
TimeStamp 11,91791.9418217
TimeStamp 12,100797.57496259999
TimeStamp 13,109805.9708442
TimeStamp 14,118796.80098920001
TimeStamp 15,127804.9420938
TimeStamp 16,136804.6323204
TimeStamp 17,145800.00574400002
TimeStamp 18,154810.42309869998
TimeStamp 19,163797.5126329
TimeStamp 20,172798.2090715
TimeStamp 21,181808.7427235
TimeStamp 22,190799.44110750002
TimeStamp 23,199807.818318
TimeStamp 24,208815.94668959998
TimeStamp 25,217806.7402528
TimeStamp 26,226804.7255495
TimeStamp 27,235806.67487830002
TimeStamp 28,244818.67061290002
TimeStamp 29,253816.22041370004
TimeStamp 30,262810.2880645
