sep=,
TimeStamp,Time [s]
TimeStamp 1,1715.7591751999967
TimeStamp 2,10776.913266599999
TimeStamp 3,19789.5347645
TimeStamp 4,28791.355058699995
TimeStamp 5,37800.93060179999
TimeStamp 6,46799.1645197
TimeStamp 7,55790.38004440001
TimeStamp 8,64810.7487394
TimeStamp 9,73797.2895825
TimeStamp 10,82808.2679092
TimeStamp 11,91791.3539388
TimeStamp 12,100796.9310711
TimeStamp 13,109805.4162221
TimeStamp 14,118796.3459489
TimeStamp 15,127804.38614569999
TimeStamp 16,136804.0783435
TimeStamp 17,145799.48544230004
TimeStamp 18,154809.77632709997
TimeStamp 19,163796.9282579
TimeStamp 20,172797.7249176
TimeStamp 21,181808.2849374
TimeStamp 22,190798.8604418
TimeStamp 23,199807.23363810004
TimeStamp 24,208815.3639289
TimeStamp 25,217806.18289
TimeStamp 26,226804.26115900005
TimeStamp 27,235805.97554899997
TimeStamp 28,244818.17143880003
TimeStamp 29,253815.75105190004
TimeStamp 30,262809.7538455
